frame,id,class,score,left,top,right,bottom,metric_status
115,28,pedestrian,0.5681178706917672,928,155,979,290,FP
115,29,pedestrian,0.3544689287954302,2312,323,2416,513,FP
115,32,pedestrian,0.3777516186237335,185,155,201,195,TP
115,36,pedestrian,0.8305484056472778,506,159,543,268,TP
115,37,pedestrian,0.8282789587974548,548,160,602,288,TP
115,38,pedestrian,0.7577167749404907,206,156,230,222,TP
115,40,pedestrian,0.4000014669358803,668,329,688,440,FP
115,41,pedestrian,0.8333604335784912,599,155,650,274,TP
115,44,pedestrian,0.7468469142913818,257,151,278,205,TP
115,45,pedestrian,0.5283408550410086,676,238,698,369,FP
115,47,pedestrian,0.6366236767606736,915,148,954,316,FP
115,51,pedestrian,0.7079035176753997,1009,154,1075,311,FP
115,52,pedestrian,0.7352433800697327,930,153,1052,328,TP
116,2,car,0.712753415107727,1053,185,1152,221,TP
116,3,pedestrian,0.6838940404068448,687,159,742,313,FP
116,6,car,0.6993456482887268,1131,187,1198,222,FP
116,7,pedestrian,0.4147812985659672,809,164,860,289,FP
116,8,car,0.6831542704987525,984,184,1071,219,FP
116,18,pedestrian,0.5087282234841208,736,173,776,289,FP
116,28,pedestrian,0.5567555132779318,929,154,979,290,FP
116,29,pedestrian,0.34737955021952155,2337,326,2442,516,FP
116,32,pedestrian,0.3677239418029785,185,155,201,195,TP
116,36,pedestrian,0.8011302947998047,511,159,549,269,TP
116,37,pedestrian,0.8015638589859009,552,159,607,289,TP
116,38,pedestrian,0.762606680393219,203,156,228,222,TP
116,40,pedestrian,0.39200143759716266,669,335,689,446,FP
116,41,pedestrian,0.8130323886871338,604,155,656,276,TP
116,44,pedestrian,0.7312125563621521,256,152,277,205,TP
116,45,pedestrian,0.5177740379401884,682,246,704,377,FP
116,47,pedestrian,0.6238912032254601,916,147,955,316,FP
116,51,pedestrian,0.6937454473218917,1031,152,1097,309,FP
116,52,pedestrian,0.8567418456077576,945,152,1055,329,TP
116,53,pedestrian,0.7040322422981262,226,155,244,205,TP
117,2,car,0.7341110706329346,1052,185,1152,221,TP
117,3,pedestrian,0.6702161595987078,694,159,749,313,FP
117,6,car,0.6860856413841248,1131,187,1197,222,FP
117,7,pedestrian,0.40648567259464785,815,164,866,289,TP
117,8,car,0.6694911850887775,985,184,1071,219,FP
117,18,pedestrian,0.49855365901443843,742,174,782,289,FP
117,28,pedestrian,0.5456204030123731,929,154,979,290,FP
117,29,pedestrian,0.3404319592151311,2362,330,2467,520,FP
117,32,pedestrian,0.36036946296691896,184,155,201,195,TP
117,36,pedestrian,0.7791427969932556,517,158,555,269,TP
117,37,pedestrian,0.7653554677963257,560,158,614,290,TP
117,38,pedestrian,0.7330914735794067,200,155,225,222,TP
117,40,pedestrian,0.3841614088452194,670,340,690,451,FP
117,41,pedestrian,0.8239548206329346,607,155,659,276,TP
117,44,pedestrian,0.6753255724906921,256,152,277,205,TP
117,45,pedestrian,0.5074185571813846,687,255,709,386,FP
117,47,pedestrian,0.6114133791609508,916,147,956,315,FP
117,51,pedestrian,0.6798705383754539,1054,150,1120,307,FP
117,52,pedestrian,0.4246206283569336,971,151,1080,329,TP
117,53,pedestrian,0.6763631105422974,225,154,244,204,TP
118,2,car,0.6777766942977905,1055,185,1153,221,TP
118,3,pedestrian,0.6568118364067337,702,160,757,314,FP
118,6,car,0.6252067685127258,1131,187,1197,222,FP
118,7,pedestrian,0.3983559591427549,821,164,873,290,TP
118,8,car,0.6561013613870019,986,184,1072,219,FP
118,18,pedestrian,0.48858258583414965,748,174,788,289,FP
118,28,pedestrian,0.5347079949521256,929,154,979,289,FP
118,29,pedestrian,0.33362332003082845,2388,333,2492,523,FP
118,32,pedestrian,0.518875241279602,184,155,200,194,FP
118,36,pedestrian,0.8172364234924316,524,157,561,270,TP
118,37,pedestrian,0.6430674195289612,571,158,624,291,TP
118,38,pedestrian,0.6611950397491455,197,155,222,222,TP
118,40,pedestrian,0.37647818066831495,671,346,691,457,FP
118,41,pedestrian,0.7909807562828064,614,153,664,276,TP
118,44,pedestrian,0.7164742350578308,256,152,276,205,TP
118,45,pedestrian,0.4972701860377569,693,263,715,394,FP
118,47,pedestrian,0.5991851115777318,917,146,956,315,FP
118,51,pedestrian,0.6662731276079448,1076,148,1142,305,FP
118,52,pedestrian,0.851071298122406,989,152,1089,332,TP
118,53,pedestrian,0.6479334831237793,222,155,242,204,TP
119,2,car,0.4054243564605713,1060,186,1156,221,TP
119,3,pedestrian,0.643675599678599,709,160,764,314,FP
119,6,car,0.33766236901283264,1131,187,1197,222,FP
119,7,pedestrian,0.3903888399598998,827,165,879,290,TP
119,8,car,0.6429793341592619,986,184,1073,219,FP
119,18,pedestrian,0.47881093411746667,754,174,794,290,FP
119,28,pedestrian,0.5240138350530831,929,154,979,289,FP
119,29,pedestrian,0.32695085363021187,2413,337,2517,527,FP
119,32,pedestrian,0.34104347229003906,183,155,200,195,FP
119,36,pedestrian,0.8360521793365479,531,157,569,270,TP
119,37,pedestrian,0.7960816621780396,581,158,636,293,TP
119,38,pedestrian,0.6385576128959656,193,155,218,223,TP
119,40,pedestrian,0.36894861705494864,672,351,692,462,FP
119,41,pedestrian,0.5354897975921631,621,153,668,277,TP
119,44,pedestrian,0.7078227996826172,255,152,276,206,TP
119,45,pedestrian,0.48732478231700177,698,272,720,403,FP
119,47,pedestrian,0.5872014093461772,918,146,957,314,FP
119,51,pedestrian,0.6529476650557858,1099,146,1165,303,FP
119,52,pedestrian,0.880624532699585,1005,152,1108,335,TP
119,53,pedestrian,0.6477672457695007,222,156,241,205,TP
119,54,pedestrian,0.7076574563980103,569,160,602,265,FP
120,2,car,0.39731586933135987,1061,186,1156,221,TP
120,3,pedestrian,0.630802087685027,717,161,772,315,FP
120,6,car,0.5410330295562744,1123,187,1193,222,FP
120,7,pedestrian,0.3825810631607018,833,165,885,290,TP
120,8,car,0.6301197474760767,987,184,1074,219,FP
120,18,pedestrian,0.4692347154351173,760,175,800,290,FP
120,28,pedestrian,0.5135335583520214,929,153,980,289,FP
120,29,pedestrian,0.32041183655760763,2438,340,2542,530,FP
120,32,pedestrian,0.33422260284423827,183,155,199,195,FP
120,36,pedestrian,0.820370078086853,537,157,577,271,TP
120,37,pedestrian,0.8315574526786804,589,159,645,296,TP
120,38,pedestrian,0.6403656601905823,190,155,214,223,TP
120,40,pedestrian,0.36156964471384967,673,357,693,468,FP
120,41,pedestrian,0.5247800016403198,627,152,674,277,TP
120,44,pedestrian,0.7294297218322754,255,152,275,206,TP
120,45,pedestrian,0.4775782866706617,704,280,726,411,FP
120,47,pedestrian,0.5754573811592536,918,145,957,314,FP
120,51,pedestrian,0.6398887117546701,1121,144,1187,301,FP
120,52,pedestrian,0.7248826622962952,1021,155,1133,339,TP
120,53,pedestrian,0.6143360733985901,220,155,239,205,TP
120,54,pedestrian,0.7117608189582825,574,161,607,265,TP
121,2,car,0.38936955194473266,1061,186,1156,221,TP
121,3,pedestrian,0.6181860459313264,724,161,779,315,FP
121,6,car,0.6098451614379883,1118,186,1191,222,FP
121,7,pedestrian,0.3749294418974877,839,165,891,291,TP
121,8,car,0.522197425365448,969,184,1060,219,TP
121,18,pedestrian,0.45985002112641493,766,175,806,291,FP
121,28,pedestrian,0.503262887184981,930,153,980,289,FP
121,29,pedestrian,0.3140035998264555,2463,344,2568,534,FP
121,32,pedestrian,0.3275381507873535,183,155,199,195,FP
121,36,pedestrian,0.7994170784950256,541,157,583,272,TP
121,37,pedestrian,0.8336557745933533,595,159,653,297,TP
121,38,pedestrian,0.7155370116233826,187,155,211,224,TP
121,40,pedestrian,0.3543382518195727,674,362,694,473,FP
121,41,pedestrian,0.5142844016075134,633,152,680,278,TP
121,44,pedestrian,0.7441561222076416,254,152,274,206,TP
121,45,pedestrian,0.46802672093724845,709,289,731,420,FP
121,47,pedestrian,0.5639482335360685,919,145,958,313,FP
121,51,pedestrian,0.6270909375195767,1144,142,1210,299,FP
121,52,pedestrian,0.893883228302002,1033,153,1146,340,TP
121,53,pedestrian,0.6778361201286316,219,156,238,205,TP
121,54,pedestrian,0.7450825572013855,580,160,613,265,FP
122,2,car,0.381582160905838,1062,186,1156,221,TP
122,3,pedestrian,0.6058223250126998,731,162,786,315,FP
122,6,car,0.5976482582092285,1117,186,1191,222,FP
122,7,pedestrian,0.367430853059538,846,165,897,291,TP
122,8,car,0.6166189908981323,966,185,1060,220,TP
122,18,pedestrian,0.45065302070388663,772,175,812,291,FP
122,28,pedestrian,0.49319762944128137,930,153,980,288,FP
122,29,pedestrian,0.30772352782992635,2489,347,2593,537,FP
122,32,pedestrian,0.3209873877716064,182,155,199,195,FP
122,36,pedestrian,0.8098214268684387,545,157,588,272,TP
122,37,pedestrian,0.7945554256439209,602,158,660,298,TP
122,38,pedestrian,0.7347742319107056,183,154,208,224,TP
122,40,pedestrian,0.34725148678318124,675,368,695,479,FP
122,41,pedestrian,0.5039987135753632,638,152,685,278,TP
122,44,pedestrian,0.7211671471595764,254,152,274,206,TP
122,45,pedestrian,0.4586661865185035,715,297,737,428,FP
122,47,pedestrian,0.6676331758499146,912,147,953,317,FP
122,51,pedestrian,0.6145491187691852,1166,140,1232,297,FP
122,52,pedestrian,0.541482150554657,1053,154,1165,342,TP
122,53,pedestrian,0.6522843837738037,219,157,237,206,TP
122,54,pedestrian,0.747483491897583,587,158,619,266,FP
123,2,car,0.37395051768772125,1062,186,1157,221,TP
123,3,pedestrian,0.5937058785124458,739,162,794,316,FP
123,6,car,0.585695293045044,1116,186,1191,222,FP
123,7,pedestrian,0.3600822359983472,852,166,903,291,TP
123,8,car,0.442173033952713,965,184,1061,220,TP
123,18,pedestrian,0.4416399602898089,779,176,819,291,FP
123,28,pedestrian,0.48333367685245576,930,153,980,288,FP
123,29,pedestrian,0.30156905727332783,2514,350,2618,540,FP
123,32,pedestrian,0.31456764001617427,182,155,198,195,TP
123,36,pedestrian,0.7904764413833618,552,157,593,272,TP
123,37,pedestrian,0.7656944990158081,610,157,666,298,TP
123,38,pedestrian,0.6881586313247681,180,153,204,224,TP
123,40,pedestrian,0.3403064570475176,676,373,696,484,FP
123,41,pedestrian,0.49391873930385594,644,152,691,278,TP
123,44,pedestrian,0.7278311848640442,254,152,273,206,TP
123,45,pedestrian,0.44949286278813344,720,306,742,437,FP
123,47,pedestrian,0.6542805123329163,913,147,954,317,FP
123,51,pedestrian,0.6022581363938014,1189,138,1255,295,FP
123,52,pedestrian,0.304109126329422,1077,152,1187,342,TP
123,53,pedestrian,0.6501147150993347,218,156,236,206,TP
123,54,pedestrian,0.7571041584014893,593,157,624,267,FP
124,2,car,0.6837735772132874,1049,186,1137,221,TP
124,3,pedestrian,0.5818317609421969,746,163,801,316,FP
124,6,car,0.573981387184143,1116,186,1190,222,FP
124,7,pedestrian,0.3528805912783803,858,166,909,291,TP
124,8,car,0.6302834153175354,975,185,1064,220,TP
124,18,pedestrian,0.43280716108401274,785,176,825,292,FP
124,28,pedestrian,0.4736670033154066,930,152,980,288,FP
124,32,pedestrian,0.30827628721585076,181,155,198,195,TP
124,36,pedestrian,0.8051452040672302,559,156,599,272,TP
124,37,pedestrian,0.750380609035492,615,157,672,299,TP
124,38,pedestrian,0.7006129026412964,177,153,201,224,TP
124,40,pedestrian,0.33350032790656725,677,379,697,490,FP
124,41,pedestrian,0.4840403645177788,650,151,697,277,TP
124,44,pedestrian,0.730760931968689,254,152,273,206,TP
124,45,pedestrian,0.44050300553237076,726,314,748,445,FP
124,47,pedestrian,0.5522624850273132,914,154,955,320,FP
124,51,pedestrian,0.5902129736659254,1211,136,1277,293,FP
124,52,pedestrian,0.8849477171897888,1094,153,1206,344,TP
124,53,pedestrian,0.5709781050682068,218,157,235,206,TP
124,54,pedestrian,0.660659909248352,598,157,631,267,TP
124,55,pedestrian,0.6831594705581665,484,165,508,228,TP
125,2,car,0.803848385810852,1051,186,1139,221,TP
125,3,pedestrian,0.570195125723353,754,163,809,317,FP
125,6,car,0.5625017594404602,1115,186,1190,222,FP
125,7,pedestrian,0.34582297945281265,864,166,915,292,FP
125,8,car,0.7045406699180603,982,184,1067,219,FP
125,18,pedestrian,0.4241510178623325,791,177,831,292,FP
125,28,pedestrian,0.5405233502388,931,162,970,313,FP
125,32,pedestrian,0.30211076147153376,181,155,197,195,TP
125,36,pedestrian,0.7793625593185425,566,157,606,274,TP
125,37,pedestrian,0.7353729968547821,621,156,678,300,TP
125,38,pedestrian,0.7798781394958496,170,154,196,225,TP
125,40,pedestrian,0.3268303213484359,678,384,698,495,FP
125,41,pedestrian,0.47435955722742323,655,151,702,277,TP
125,44,pedestrian,0.7399104833602905,254,151,273,206,TP
125,45,pedestrian,0.4316929454217233,731,323,753,454,FP
125,47,pedestrian,0.5889596939086914,912,157,954,329,TP
125,51,pedestrian,0.5784087141926069,1234,134,1300,291,FP
125,52,pedestrian,0.9242998361587524,1106,155,1221,348,TP
125,53,pedestrian,0.5796701312065125,218,156,235,206,TP
125,54,pedestrian,0.7111307382583618,603,158,637,269,TP
125,55,pedestrian,0.6694962811470032,487,165,511,228,TP
125,56,cyclist,0.7067144811153412,945,146,1061,303,TP
126,2,car,0.7534816265106201,1052,186,1143,221,TP
126,3,pedestrian,0.5587912232088859,761,164,816,317,FP
126,6,car,0.551251724251651,1115,186,1189,222,FP
126,7,pedestrian,0.3389065198637564,870,166,922,292,FP
126,8,car,0.690449856519699,983,184,1067,219,FP
126,18,pedestrian,0.4156679975050858,797,177,837,293,FP
126,28,pedestrian,0.529712883234024,931,163,970,314,FP
126,36,pedestrian,0.8220994472503662,572,158,613,276,TP
126,37,pedestrian,0.7206655369176864,627,157,684,301,TP
126,38,pedestrian,0.8015114068984985,165,154,193,227,TP
126,40,pedestrian,0.3202937149214672,679,390,699,501,FP
126,41,pedestrian,0.46487236608287474,661,151,708,277,TP
126,44,pedestrian,0.6925680637359619,254,151,273,206,TP
126,45,pedestrian,0.42305908651328883,737,331,759,462,FP
126,51,pedestrian,0.5668405399087547,1256,132,1322,289,FP
126,52,pedestrian,0.9052137732505798,1116,155,1232,351,TP
126,53,pedestrian,0.49481484293937683,218,157,234,207,TP
126,54,pedestrian,0.7428944110870361,608,158,644,269,TP
126,55,pedestrian,0.4707532227039337,489,165,513,226,TP
126,56,cyclist,0.7441927790641785,971,145,1092,304,TP
126,57,pedestrian,0.6868659853935242,946,161,995,322,FP
127,2,car,0.6730366945266724,1055,186,1147,221,TP
127,3,pedestrian,0.5476153987447081,769,164,824,318,FP
127,6,car,0.540226689766618,1114,186,1189,222,FP
127,7,pedestrian,0.33212838946648127,876,167,928,292,FP
127,8,car,0.6766408593893051,983,184,1068,219,FP
127,18,pedestrian,0.4073546375549841,803,177,843,293,FP
127,28,pedestrian,0.5191186255693435,931,163,970,314,FP
127,36,pedestrian,0.8115022778511047,578,158,619,277,TP
127,37,pedestrian,0.7062522261793327,633,157,690,301,TP
127,38,pedestrian,0.7701012492179871,161,154,190,227,TP
127,40,pedestrian,0.3138878406230378,680,395,700,506,FP
127,41,pedestrian,0.45557491876121725,667,151,714,277,TP
127,44,pedestrian,0.6566032767295837,253,151,273,206,TP
127,45,pedestrian,0.41459790478302305,742,340,764,471,FP
127,51,pedestrian,0.5555037291105797,1279,130,1345,287,FP
127,52,pedestrian,0.8787621259689331,1132,154,1244,352,TP
127,53,pedestrian,0.476915180683136,217,159,234,207,TP
127,54,pedestrian,0.7976747751235962,614,157,651,270,TP
127,55,pedestrian,0.461338158249855,493,166,516,226,FP
127,56,cyclist,0.8402641713619232,990,147,1122,309,TP
127,57,pedestrian,0.7350807785987854,965,163,1021,324,FP
128,2,car,0.6595759606361389,1055,186,1147,221,TP
128,3,pedestrian,0.5366630907698139,776,165,831,318,FP
128,6,car,0.3034884035587311,1098,186,1187,223,FP
128,7,pedestrian,0.3254858216771516,882,167,934,292,FP
128,8,car,0.663108042201519,984,184,1068,219,FP
128,18,pedestrian,0.3992075448038844,809,178,849,293,FP
128,28,pedestrian,0.5087362530579567,931,163,970,315,FP
128,36,pedestrian,0.7945897579193115,585,157,626,277,TP
128,37,pedestrian,0.692127181655746,639,158,696,302,TP
128,38,pedestrian,0.7907578945159912,157,153,186,227,TP
128,40,pedestrian,0.30761008381057703,681,401,701,512,FP
128,41,pedestrian,0.4464634203859929,672,151,720,277,TP
128,44,pedestrian,0.6799982786178589,253,153,272,207,TP
128,45,pedestrian,0.4063059466873626,748,348,770,479,FP
128,51,pedestrian,0.5443936545283681,1301,128,1367,285,FP
128,52,pedestrian,0.7476537823677063,1146,155,1250,353,TP
128,53,pedestrian,0.4847174882888794,217,159,234,207,TP
128,54,pedestrian,0.7242173552513123,622,157,657,270,TP
128,55,pedestrian,0.6798186898231506,495,166,518,228,FP
128,56,cyclist,0.7338934540748596,1012,148,1154,313,TP
128,57,pedestrian,0.5908210873603821,981,164,1037,329,FP
129,2,car,0.6463844414234161,1055,186,1147,221,TP
129,3,pedestrian,0.5259298289544176,784,165,839,319,FP
129,7,pedestrian,0.3189761052436086,888,167,940,293,FP
129,8,car,0.6498458813574886,984,184,1069,219,FP
129,18,pedestrian,0.3912233939078067,815,178,855,294,FP
129,28,pedestrian,0.49856152799679754,931,164,970,315,FP
129,36,pedestrian,0.8255452513694763,592,156,632,278,TP
129,37,pedestrian,0.6782846380226312,645,158,702,302,FP
129,38,pedestrian,0.7595129609107971,152,153,181,228,TP
129,40,pedestrian,0.3014578821343655,682,406,702,517,FP
129,41,pedestrian,0.43753415197827306,678,151,725,277,TP
129,44,pedestrian,0.6732141971588135,252,153,272,207,TP
129,45,pedestrian,0.3981798277536153,753,357,775,488,FP
129,51,pedestrian,0.5335057814378007,1324,126,1390,283,FP
129,52,pedestrian,0.7327007067203521,1163,156,1268,355,TP
129,53,pedestrian,0.42717280983924866,216,160,233,208,TP
129,54,pedestrian,0.710701584815979,627,157,661,271,TP
129,55,pedestrian,0.6662223160266876,499,167,522,229,FP
129,56,cyclist,0.8056187331676483,1035,148,1187,315,TP
129,57,pedestrian,0.5790046656131744,1001,166,1057,331,FP
130,2,car,0.6334567525949478,1055,186,1147,221,TP
130,3,pedestrian,0.5154112323753293,791,166,846,319,FP
130,7,pedestrian,0.3125965831387364,895,167,946,293,FP
130,8,car,0.6368489637303387,985,184,1069,219,FP
130,18,pedestrian,0.38339892602965053,821,179,861,294,FP
130,28,pedestrian,0.48859029743686155,931,164,970,316,FP
130,36,pedestrian,0.8281237483024597,600,156,642,279,TP
130,37,pedestrian,0.6647189452621786,651,159,709,303,FP
130,38,pedestrian,0.7940549254417419,148,153,177,229,TP
130,41,pedestrian,0.4287834689387076,684,151,731,277,TP
130,44,pedestrian,0.6397967338562012,251,153,271,207,TP
130,45,pedestrian,0.390216231198543,759,365,781,496,FP
130,51,pedestrian,0.5228356658090447,1346,124,1412,281,FP
130,52,pedestrian,0.7180466925859451,1181,157,1285,357,FP
130,53,pedestrian,0.6106694936752319,216,161,233,208,TP
130,54,pedestrian,0.5048463344573975,632,160,664,272,TP
130,55,pedestrian,0.6528978697061538,502,167,525,230,FP
130,56,cyclist,0.8322242796421051,1059,148,1212,316,TP
130,57,pedestrian,0.5674245723009109,1021,168,1077,334,FP
130,60,pedestrian,0.8499476909637451,931,150,1023,359,TP
131,2,car,0.7248055338859558,1055,185,1148,221,TP
131,3,pedestrian,0.5051030077278227,798,166,853,320,FP
131,7,pedestrian,0.3063446514759617,901,168,952,293,FP
131,8,car,0.6241119844557319,985,184,1070,219,FP
131,18,pedestrian,0.3757309475090575,828,179,868,294,FP
131,28,pedestrian,0.47881849148812433,931,165,970,316,FP
131,36,pedestrian,0.8511782288551331,606,156,650,281,TP
131,37,pedestrian,0.651424566356935,657,159,715,303,FP
131,38,pedestrian,0.8175234198570251,143,153,173,230,TP
131,41,pedestrian,0.4202077995599334,689,151,737,277,TP
131,44,pedestrian,0.6543321013450623,251,153,270,207,TP
131,45,pedestrian,0.38241190657457214,764,374,786,505,FP
131,51,pedestrian,0.5123789524928638,1369,122,1435,279,FP
131,52,pedestrian,0.7036857587342262,1198,158,1302,358,FP
131,53,pedestrian,0.5226106643676758,215,162,233,208,TP
131,54,pedestrian,0.4947494077682495,636,160,668,272,FP
131,55,pedestrian,0.6398399123120307,506,168,529,230,FP
131,56,cyclist,0.7200409471988678,1085,148,1232,317,TP
131,57,pedestrian,0.5560760808548927,1041,170,1097,336,FP
131,60,pedestrian,0.8827008605003357,938,154,1055,362,TP
132,2,car,0.6544726490974426,1060,185,1152,221,TP
132,3,pedestrian,0.49500094757326624,806,167,861,320,FP
132,6,car,0.43183276057243347,1115,186,1196,224,FP
132,7,pedestrian,0.30021775844644244,907,168,958,293,FP
132,8,car,0.6116297447666172,986,184,1070,219,FP
132,18,pedestrian,0.3682163285588763,834,179,874,295,FP
132,28,pedestrian,0.4692421216583618,931,165,970,317,FP
132,32,pedestrian,0.3127779960632324,182,156,197,196,TP
132,36,pedestrian,0.8522253036499023,610,156,655,281,TP
132,37,pedestrian,0.6383960750297963,663,160,721,304,FP
132,38,pedestrian,0.819155216217041,138,153,169,231,TP
132,41,pedestrian,0.4118036435687347,695,151,742,277,TP
132,44,pedestrian,0.6548627018928528,250,152,270,207,TP
132,45,pedestrian,0.3747636684430807,770,382,792,513,FP
132,51,pedestrian,0.5021313734430065,1391,120,1457,277,FP
132,52,pedestrian,0.6896120435595416,1215,159,1319,359,FP
132,53,pedestrian,0.5722051858901978,215,162,232,208,TP
132,54,pedestrian,0.4848544196128845,640,160,671,272,FP
132,55,pedestrian,0.6432685256004333,506,168,529,232,FP
132,56,cyclist,0.7056401282548904,1104,151,1251,320,FP
132,57,pedestrian,0.5449545592377948,1061,172,1117,338,FP
132,60,pedestrian,0.8892871141433716,936,156,1064,366,TP
133,2,car,0.5916823148727417,1069,186,1156,221,TP
133,3,pedestrian,0.48510092862180093,813,167,868,321,FP
133,6,car,0.5113577246665955,1122,186,1198,223,FP
133,8,car,0.5993971498712849,986,184,1071,219,FP
133,18,pedestrian,0.3608520019876988,840,180,880,295,FP
133,28,pedestrian,0.4598572792251946,931,166,970,317,FP
133,32,pedestrian,0.3433380424976349,182,156,197,196,TP
133,36,pedestrian,0.8351807975769043,615,156,661,282,TP
133,37,pedestrian,0.6256281535292004,669,160,727,304,FP
133,38,pedestrian,0.7710625529289246,134,153,163,231,TP
133,41,pedestrian,0.40356757069736005,701,151,748,277,TP
133,44,pedestrian,0.6471545100212097,249,153,269,207,TP
133,45,pedestrian,0.36726839507421905,775,391,797,522,FP
133,51,pedestrian,0.49208874597414637,1414,118,1480,275,FP
133,52,pedestrian,0.6758198026883508,1233,161,1337,361,FP
133,53,pedestrian,0.33689913153648376,214,165,231,209,TP
133,54,pedestrian,0.4751573312206268,643,160,675,272,FP
133,55,pedestrian,0.6304031550884247,509,169,532,233,FP
133,56,cyclist,0.6915273256897926,1123,154,1270,323,FP
133,57,pedestrian,0.8171881437301636,1067,170,1130,342,FP
133,60,pedestrian,0.8595941066741943,942,154,1069,366,TP
133,62,cyclist,0.6846525371074677,556,162,585,236,FP
134,2,car,0.5798486685752868,1069,186,1156,221,TP
134,3,pedestrian,0.4753989100493649,821,168,876,321,FP
134,6,car,0.41277921199798584,1116,186,1195,223,FP
134,8,car,0.5874092068738592,987,184,1071,219,FP
134,18,pedestrian,0.3536349619479448,846,180,886,296,FP
134,28,pedestrian,0.4506601336406907,931,166,970,318,FP
134,32,pedestrian,0.3364712816476822,182,156,196,196,TP
134,36,pedestrian,0.8184771816253662,621,156,667,283,TP
134,37,pedestrian,0.6131155904586164,675,161,733,305,FP
134,38,pedestrian,0.7745742797851562,128,153,158,232,TP
134,41,pedestrian,0.39549621928341283,706,151,754,277,TP
134,44,pedestrian,0.656552791595459,249,153,269,208,TP
134,45,pedestrian,0.35992302717273467,781,399,803,530,FP
134,51,pedestrian,0.4822469710546634,1436,116,1502,273,FP
134,52,pedestrian,0.6623034066345839,1250,162,1354,362,FP
134,53,pedestrian,0.3301611489057541,212,166,230,210,TP
134,54,pedestrian,0.46565418459621427,647,159,679,272,FP
134,55,pedestrian,0.6177950919866562,513,169,535,233,FP
134,56,cyclist,0.6776967791759967,1142,157,1289,326,FP
134,57,pedestrian,0.758855402469635,1080,169,1147,347,FP
134,60,pedestrian,0.8424022245407105,936,156,1063,368,TP
134,62,cyclist,0.6996434032917023,561,162,591,237,FP
135,2,car,0.568251695203781,1070,186,1156,221,FP
135,3,pedestrian,0.4658909318483776,828,168,883,322,FP
135,6,car,0.6195082664489746,1116,187,1196,223,FP
135,8,car,0.575661022736382,987,184,1072,219,FP
135,18,pedestrian,0.3465622627089859,852,181,892,296,FP
135,28,pedestrian,0.4416469309678769,931,167,970,318,FP
135,32,pedestrian,0.31453779339790344,182,156,196,195,TP
135,36,pedestrian,0.8021076379928589,627,157,673,283,TP
135,37,pedestrian,0.600853278649444,681,161,739,305,FP
135,38,pedestrian,0.8193891048431396,119,152,151,233,TP
135,41,pedestrian,0.38758629489774454,712,151,759,277,FP
135,44,pedestrian,0.6706143617630005,248,153,269,207,TP
135,45,pedestrian,0.35272456662928,786,408,808,539,FP
135,51,pedestrian,0.4726020316335701,1459,114,1525,271,FP
135,52,pedestrian,0.6490573385018922,1267,163,1371,364,FP
135,53,pedestrian,0.6057647466659546,212,161,230,207,TP
135,54,pedestrian,0.45634110090429,651,159,683,271,FP
135,55,pedestrian,0.605439190146923,516,170,539,234,FP
135,56,cyclist,0.6641428435924768,1161,160,1308,329,FP
135,57,pedestrian,0.80226069688797,1093,167,1161,351,FP
135,60,pedestrian,0.8255541800498962,930,158,1057,370,FP
135,62,cyclist,0.5991687178611755,565,161,597,238,FP
135,64,pedestrian,0.8550633192062378,1023,145,1116,367,TP
136,2,car,0.5568866612997054,1071,186,1157,221,FP
136,3,pedestrian,0.45657311321141003,836,168,891,322,FP
136,6,car,0.6071181011199951,1116,187,1195,223,FP
136,8,car,0.6621601581573486,968,185,1060,220,TP
136,28,pedestrian,0.43281399234851936,931,167,970,319,FP
136,32,pedestrian,0.30824703752994537,182,156,196,196,TP
136,36,pedestrian,0.7860654852330017,632,157,679,284,TP
136,37,pedestrian,0.5888362130764552,687,162,745,306,FP
136,38,pedestrian,0.8132292032241821,112,152,146,234,TP
136,41,pedestrian,0.3798345689997896,718,151,765,277,FP
136,44,pedestrian,0.6817653775215149,247,152,268,208,TP
136,45,pedestrian,0.34567007529669436,792,416,814,547,FP
136,51,pedestrian,0.4631499910008987,1481,112,1547,269,FP
136,52,pedestrian,0.6360761917318544,1285,165,1389,365,FP
136,53,pedestrian,0.5455566048622131,210,159,228,206,TP
136,55,pedestrian,0.5933304063439846,519,170,542,234,FP
136,56,cyclist,0.6508599867206272,1180,163,1327,332,FP
136,57,pedestrian,0.5671412944793701,1108,166,1173,350,FP
136,60,pedestrian,0.8090430964488983,924,160,1052,372,FP
136,62,cyclist,0.7148353457450867,572,161,602,239,FP
136,64,pedestrian,0.8673322200775146,1045,147,1148,368,TP
137,2,car,0.5457489280737113,1071,186,1158,221,FP
137,3,pedestrian,0.4474416509471818,843,169,898,323,FP
137,6,car,0.5949757390975952,1116,187,1195,223,FP
137,8,car,0.6553802490234375,965,185,1061,220,TP
137,28,pedestrian,0.424157712501549,931,168,970,319,FP
137,32,pedestrian,0.30208209677934644,182,156,196,196,TP
137,36,pedestrian,0.7703441755283417,638,157,684,284,TP
137,37,pedestrian,0.5770594888149261,693,162,751,306,FP
137,38,pedestrian,0.8220691084861755,107,152,143,234,TP
137,41,pedestrian,0.3722378776197938,723,151,771,277,FP
137,44,pedestrian,0.6876804232597351,245,153,267,208,TP
137,45,pedestrian,0.33875667379076047,797,425,819,556,FP
137,51,pedestrian,0.4538869911808807,1504,110,1570,267,FP
